(地方)	超大牛排	Local Business	[0.2259371833839919, 0.00911854103343465, 0.7649442755825735]
(娛樂)	曼都大里店	Spas/Beauty/Personal Care	[0.6340057636887608, 0.01729106628242075, 0.34870317002881845]
(地方)	墾丁小丑魚渡假村	Hotel	[0.17292147806004618, 0.013712471131639722, 0.813366050808314]
(人物與團體)	美樂帝音樂	Media/News/Publishing	[0.9655172413793104, 0.005747126436781609, 0.028735632183908046]
(娛樂)	築緣素食坊	Local Business	[0.5, 0.25, 0.25]
(物品)	Traveler 新竹中正門市	Local Business	[0.8738738738738738, 0.003003003003003003, 0.12312312312312312]
(地方)	全家便利商店 林口文園店	Local Business	[0.10246433203631647, 0.0012970168612191958, 0.8962386511024644]
(人物與團體)	華碩多媒體中心-企網資訊	Local Business	[1.0, 0, 0]
(人物與團體)	弘安藥粧生活館	Health/Medical/Pharmaceuticals	[0.9804062880050448, 0.0031530111256249716, 0.01644070086933021]
(地方)	蜜雪兒汽車旅館	Hotel	[0.44019138755980863, 0.014354066985645933, 0.5454545454545454]
(人物與團體)	Miing Studio	Artist	[0.9973322100533558, 0.0026677899466442012, 0]
(地方)	流奶與蜜-來自美國加州 連鎖餐飲	Restaurant/Cafe	[0.24686192468619247, 0.008766686590954373, 0.7443713887228531]
(人物與團體)	STIHL Taiwan	Tools/Equipment	[1.0, 0, 0]
(地方)	佳佳瑜珈教室	Local Business	[0.37037037037037035, 0, 0.6296296296296297]
(企業與服務)	科威聯股份有限公司	Industrials	[0.7910447761194029, 0, 0.208955223880597]
(地方)	野牛村高爾夫精品服飾休閒館	Local Business	[0.20998531571218795, 0.00881057268722467, 0.7812041116005873]
(地方)	榎谷髮苑團隊Moding店	Health/Beauty	[0.1750841750841751, 0.002244668911335578, 0.8226711560044894]
(人物與團體)	台南襯衫	Local Business	[0.9583333333333334, 0, 0.041666666666666664]
(地方)	韓風定食	Restaurant/Cafe	[0.3730684326710817, 0, 0.6269315673289183]
(地方)	5喀辣 精緻鴛鴦火鍋	Local Business	[0.05726256983240224, 0, 0.9427374301675978]
(地方)	遠見動物眼科醫院	Hospital/Clinic	[0.5464601769911505, 0.014749262536873156, 0.4387905604719764]
(娛樂)	欣法老師文教機構	Education	[0.5923190546528804, 0.1964549483013294, 0.21122599704579026]
(人物與團體)	金龍屋	Restaurant/Cafe	[0.9968354430379747, 0.0031645569620253164, 0]
(娛樂)	Matty's 美堤紐西蘭餐廳	Restaurant/Cafe	[0.6605058365758755, 0.009727626459143969, 0.32976653696498054]
(娛樂)	蒙娜麗莎500年：達文西傳奇	Museum/Art Gallery	[0.6518586431071846, 8.33472245374229e-05, 0.34805800966827805]
(物品)	茂思奇異科技行銷	Internet/Software	[0.9310344827586207, 0, 0.06896551724137931]
(企業與服務)	南投市場管理所	Government Organization	[0.8445229681978799, 0.03180212014134275, 0.12367491166077739]
(地方)	麥啤生猛海鮮餐廳	Local Business	[0.03070345899727944, 0.004275165176836378, 0.9650213758258842]
(地方)	美濃義觀音-高雄	Church/Religious Organization	[0.5772357723577236, 0.024390243902439025, 0.3983739837398374]
(地方)	SUBWAY建工店	Restaurant/Cafe	[0.2129032258064516, 0.0004032258064516129, 0.7866935483870968]
(地方)	霧峰樹仁美又美早餐店	Restaurant/Cafe	[0.16533864541832669, 0.00199203187250996, 0.8326693227091634]
(地方)	梅約健康管理中心 / 梅約聯合診所	Health/Beauty	[0.3028747433264887, 0.024640657084188913, 0.6724845995893224]
(企業與服務)	重慶老人養護中心	Health/Medical/Pharmacy	[0.8115942028985508, 0.014492753623188406, 0.17391304347826086]
(娛樂)	艾馬仕汽車美容	Professional Services	[0.7105263157894737, 0.02819548872180451, 0.26127819548872183]
(地方)	迷客夏Milk Shop-北門店 城隍廟	Local Business	[0.13317972350230414, 0.009216589861751152, 0.8576036866359447]
(地方)	高雄好記麻辣火鍋	Restaurant/Cafe	[0.09422657952069717, 0.005628177196804648, 0.9001452432824982]
(人物與團體)	美夢成真鑽石 金豐珠寶	Local Business	[0.9139784946236559, 0.08602150537634409, 0]
(地方)	泰蝦月亮蝦餅	Local Business	[0.5, 0, 0.5]
(地方)	喫麵讚	Restaurant/Cafe	[0.2897959183673469, 0.004081632653061225, 0.7061224489795919]
(娛樂)	艸田   空間	Arts/Entertainment/Nightlife	[0.7179772777901537, 0.008910670527957229, 0.27311205168188907]
(地方)	南山人壽元利通訊處	Insurance Company	[0.2917933130699088, 0.06990881458966565, 0.6382978723404256]
(地方)	麵老大	Restaurant/Cafe	[0.44719101123595506, 0.006741573033707865, 0.5460674157303371]
(地方)	漢林大漢堡	Local Business	[0.5905707196029777, 0.0024813895781637717, 0.40694789081885857]
(地方)	山喜屋日式居酒屋（大安店）	Local Business	[0.1415929203539823, 0.004424778761061947, 0.8539823008849557]
(地方)	台南市歸仁國中專用棒球場	Local Business	[0.509783728115345, 0.0010298661174047373, 0.48918640576725025]
(地方)	花語咖啡屋	Food/Grocery	[0.4351851851851852, 0.10648148148148148, 0.4583333333333333]
(地方)	李記食堂              四神湯·刈包專賣店	Food/Beverages	[0.5477707006369427, 0.006369426751592357, 0.445859872611465]
(地方)	小崗山  雲仙境 悠然部落	Restaurant/Cafe	[0.17178897484145236, 0.010662763955676354, 0.8175482612028713]
(娛樂)	Penny_專業植接睫毛_	Health/Beauty	[0.720626631853786, 0.031331592689295036, 0.24804177545691905]
(地方)	佳烽汽車商行	Automotive	[0.5714285714285714, 0, 0.42857142857142855]
(企業與服務)	大龍大賣場	Local Business	[0.8375, 0.0125, 0.15]
(娛樂)	京采水族	Shopping/Retail	[0.7033333333333334, 0.13, 0.16666666666666666]
(娛樂)	髮 just100剪髮專門店	Local Business	[0.6774716369529984, 0.08752025931928688, 0.23500810372771475]
(地方)	H&D	Local Business	[0.12745098039215685, 0.00392156862745098, 0.8686274509803922]
(人物與團體)	樂氣球。童裝世界	Shopping/Retail	[0.9214285714285714, 0.06173469387755102, 0.01683673469387755]
(娛樂)	阿諾香雞排	Food/Beverages	[0.7174887892376681, 0, 0.2825112107623318]
(地方)	凱莉布朗奇 Kelly's Brunch早午餐	Restaurant/Cafe	[0.23978856319077366, 0.009610764055742432, 0.7506006727534839]
(地方)	新大發寵物飼料	Pet Services	[0.5170068027210885, 0, 0.48299319727891155]
(娛樂)	春日日本料理	Restaurant/Cafe	[0.7207977207977208, 0.002849002849002849, 0.27635327635327633]
(地方)	Artco De Café典藏咖啡館－民權店	Restaurant/Cafe	[0.24693194496095203, 0.008181480104127928, 0.74488657493492]
(地方)	迷客夏milk shop 小北店	Food/Beverages	[0.5482275350370981, 0.00247320692497939, 0.44929925803792253]
(地方)	貝里咖啡	Food/Grocery	[0.19604784191367655, 0.02704108164326573, 0.7769110764430577]
(企業與服務)	猴子吃香蕉煎餅專賣店	Food/Grocery	[0.808695652173913, 0.017391304347826087, 0.17391304347826086]
(地方)	嘉味軒精緻快餐	Restaurant/Cafe	[0.42408376963350786, 0.17277486910994763, 0.4031413612565445]
(人物與團體)	東港喫茶小站	Restaurant/Cafe	[0.9288702928870293, 0.07112970711297072, 0]
(物品)	米克Q 輕素食/咖啡/飲品	Restaurant/Cafe	[0.8548387096774194, 0.008064516129032258, 0.13709677419354838]
(地方)	城市綠洲-中山門市	Outdoor Gear/Sporting Goods	[0.48484848484848486, 0.053613053613053616, 0.46153846153846156]
(人物與團體)	玫薇斯藝術指甲	Local Business	[0.9833313583757949, 0.003436426116838488, 0.013232215507366592]
(地方)	財神爺服務處【義華】	Local Business	[0.11009174311926606, 0, 0.8899082568807339]
(地方)	貝爾通訊	Local Business	[0.5648148148148148, 0.006944444444444444, 0.42824074074074076]
(地方)	幸福水果	Local Business	[0.5098039215686274, 0, 0.49019607843137253]
(人物與團體)	【西門】 MICROHIGH	Shopping/Retail	[0.9735053163674394, 0.0001743071291615827, 0.02632037650339899]
(地方)	環球金采產後護理之家	Health/Medical/Pharmacy	[0.11204616494349603, 0.010819908631882664, 0.8771339264246213]
(地方)	湯咖哩 スープカレー	Restaurant/Cafe	[0.3821977517779307, 0.005276439550355586, 0.6125258086717137]
(地方)	台東民宿草莓牛奶	Tours/Sightseeing	[0.499359795134443, 0.010243277848911651, 0.49039692701664533]
(娛樂)	音樂遊樂園	Education	[0.6428571428571429, 0.0668693009118541, 0.29027355623100304]
(人物與團體)	全家便利商店-鳳山鳳揚店	Organization	[0.9583333333333334, 0.041666666666666664, 0]
(人物與團體)	Q比義大利麵	Local Business	[0.9771986970684039, 0, 0.02280130293159609]
(地方)	明華馬光中醫診所	Hospital/Clinic	[0.3807366267173341, 0.010669394913767904, 0.608593978368898]
(人物與團體)	Maxense	Company	[1.0, 0, 0]
(地方)	紅茶幫南台店	Local Business	[0.11771700356718193, 0.005945303210463734, 0.8763376932223543]
(人物與團體)	喵喵美甲屋	Spas/Beauty/Personal Care	[0.995323460639127, 0.004676539360872954, 0]
(人物與團體)	A&C Inn	Hotel	[0.9902912621359223, 0.009708737864077669, 0]
(娛樂)	爆料照燒卷	Local Business	[0.6822682268226823, 0.0009000900090009, 0.31683168316831684]
(人物與團體)	Miho	Clothing	[0.981100611450806, 0.018899388549193995, 0]
(地方)	佳冬鄉遊客服務中心粉絲頁	Travel/Leisure	[0.43614457831325304, 0.00321285140562249, 0.5606425702811245]
(地方)	美鑫國際企業有限公司	Consulting/Business Services	[0.1861198738170347, 0.34069400630914826, 0.47318611987381703]
(地方)	大鼎海鮮熱炒	Restaurant/Cafe	[0.06296727031068283, 0.0004984216647283602, 0.9365343080245888]
(娛樂)	御品元傳統手工元宵(湯圓)	Landmark	[0.6998284734133791, 0.21612349914236706, 0.08404802744425385]
(娛樂)	豪酥一番炸- 果貿店	Food/Grocery	[0.7382920110192838, 0.011019283746556474, 0.25068870523415976]
(地方)	必勝客 Pizza Hut 台中大雅店	Local Business	[0.0845771144278607, 0, 0.9154228855721394]
(人物與團體)	格蘭英語佳里校	School	[0.968421052631579, 0.02631578947368421, 0.005263157894736842]
(人物與團體)	好味煲仔飯	Local Business	[1.0, 0, 0]
(人物與團體)	霧峰 太子廟	Church/Religious Organization	[0.9948132780082988, 0.005186721991701245, 0]
(地方)	魔幻歐迪行動咖啡	Restaurant/Cafe	[0.23451635351426584, 0.0020876826722338203, 0.7633959638135004]
(地方)	9Less	Bar	[0.2291044776119403, 0, 0.7708955223880597]
(企業與服務)	米蘭米手感烘焙	Food/Beverages	[0.8249027237354085, 0.007782101167315175, 0.16731517509727625]
(地方)	松茶日式料理	Local Business	[0.5644699140401146, 0.0028653295128939827, 0.4326647564469914]
(人物與團體)	Mi keshi米娔詩婚禮/ 手工蕾絲婚紗禮服	Professional Services	[0.9462049775854073, 0.025506260627608596, 0.028288761786984078]
(人物與團體)	台灣房屋大興店	Real Estate	[1.0, 0, 0]
(人物與團體)	Spa芳療館	Spas/Beauty/Personal Care	[0.9772727272727273, 0.022727272727272728, 0]
(人物與團體)	光復異起	Non-Profit Organization	[0.9026717557251909, 0.07061068702290077, 0.026717557251908396]
(地方)	門卡迪餐廳	Local Business	[0.08588076105266065, 0.0024852953359290864, 0.9116339436114103]
(地方)	回憶橫丁	Bar	[0.24786324786324787, 0.016872016872016872, 0.7352647352647352]
(地方)	滿燒肉丼食堂嘉義店	Restaurant/Cafe	[0.16122517670817907, 0.012453719286435544, 0.8263211040053854]
(人物與團體)	花蓮安通加賀屋溫泉會館	Hotel	[0.9189873417721519, 0.0810126582278481, 0]
(地方)	松柏嶺茶香步道	Attractions/Things to Do	[0.21245421245421245, 0.018315018315018316, 0.7692307692307693]
(地方)	國立歷史博物館-米開朗基羅展	Local Business	[0.04669647292598112, 0, 0.9533035270740189]
(地方)	法葉創意複合式簡餐/咖啡	Restaurant/Cafe	[0.34139784946236557, 0, 0.6586021505376344]
(人物與團體)	土城京元家具	Local Business	[0.9989664082687338, 0.0010335917312661498, 0]
(地方)	綠色大帝中正店	Local Business	[0.045454545454545456, 0.09090909090909091, 0.8636363636363636]
(地方)	Curves桃園大有店	Sports/Recreation/Activities	[0.14702357171394326, 0.003595685177786656, 0.84938074310827]
(娛樂)	Orange奧立秸 飲料專賣店-創始店	Food/Beverages	[0.6853932584269663, 0, 0.3146067415730337]
(地方)	聯成電腦桃園分校	Local Business	[0.3543956043956044, 0, 0.6456043956043956]
(地方)	美味素食小館	Food/Beverages	[0.2944606413994169, 0.008746355685131196, 0.6967930029154519]
(地方)	7-11蘇濱門市	Shopping/Retail	[0.1168091168091168, 0, 0.8831908831908832]
(企業與服務)	Me:Liu 彌留	Local Business	[0.8386272944932163, 0.0014365522745411015, 0.1599361532322426]
(企業與服務)	小林眼鏡崇德店	Local Business	[0.7954545454545454, 0.042045454545454546, 0.1625]
(人物與團體)	～米諾拉～Menorah Creative	Professional Services	[0.9794871794871794, 0.020512820512820513, 0]
(人物與團體)	苗栗市永昌動物醫院	Pet Services	[0.988479262672811, 0.01152073732718894, 0]
(物品)	SQUAD x NEW ERA 台中逢甲店	Local Business	[0.8734542456718879, 0.008244023083264633, 0.11830173124484748]
(地方)	Funfuntown 放放堂｜台南店	Shopping/Retail	[0.47058823529411764, 0, 0.5294117647058824]
(地方)	原剪時尚髮妍大竹店	Local Business	[0.5, 0, 0.5]
(地方)	可利爾光學眼鏡	Local Business	[0.5142857142857142, 0.007142857142857143, 0.4785714285714286]
(企業與服務)	Monsieur L Restaurant	Food/Grocery	[0.8097293941702643, 0.027512062981461104, 0.1627585428482745]
(人物與團體)	修伯里素食	Restaurant/Cafe	[1.0, 0, 0]
(企業與服務)	麥格問一中店	Food/Grocery	[0.8152866242038217, 0, 0.18471337579617833]
(物品)	Queen 天后名媛時尚美睫	Spas/Beauty/Personal Care	[0.8557692307692307, 0, 0.14423076923076922]
(地方)	帝元藥膳薑母鴨  二王店	Restaurant/Cafe	[0.4040219378427788, 0.0018281535648994515, 0.5941499085923218]
(地方)	廟口海產小吃	Restaurant/Cafe	[0.09982788296041308, 0.04819277108433735, 0.8519793459552496]
(企業與服務)	鳴佳音響	Local Business	[0.8, 0, 0.2]
(地方)	臺南監理站	Government Organization	[0.16417212347988774, 0.03102588088556283, 0.8048019956345495]
(娛樂)	寶兒咪兔婦幼精品	Local Business	[0.7368421052631579, 0, 0.2631578947368421]
(地方)	麥克森單車	Sports/Recreation/Activities	[0.4023121387283237, 0.004624277456647399, 0.5930635838150289]
(人物與團體)	生隆國藥號	Health/Medical/Pharmacy	[1.0, 0, 0]
(人物與團體)	美味自助餐	Restaurant/Cafe	[1.0, 0, 0]
(地方)	正宇講堂	Non-Governmental Organization (NGO)	[0.3398876404494382, 0.019662921348314606, 0.6404494382022472]
(地方)	玉子亭蓋飯	Restaurant/Cafe	[0.2692878338278932, 0.013353115727002967, 0.7173590504451038]
(地方)	美濃窯	Local Business	[0.38656646312822923, 0.0028182245185533112, 0.6106153123532174]
(娛樂)	曼都泰順店	Professional Services	[0.636604774535809, 0.010610079575596816, 0.35278514588859416]
(地方)	幾分熟厚切牛排	Local Business	[0.055379746835443035, 0, 0.944620253164557]
(地方)	嘉義指指點點美甲工作室	Local Business	[0.42610837438423643, 0.05172413793103448, 0.5221674876847291]
(人物與團體)	艋舺青山宮義安社	Church/Religious Organization	[0.9611440906637885, 0.021586616297895305, 0.017269293038316244]
(地方)	湛盧咖啡淡水手沖館	Restaurant/Cafe	[0.25624082232011747, 0.0014684287812041115, 0.7422907488986784]
(地方)	Blacksheep 黑羊加州-火烤餐廳	Restaurant/Cafe	[0.23685491723466406, 0.0189873417721519, 0.744157740993184]
(地方)	士林村假日市集	Tours/Sightseeing	[0.2877094972067039, 0.00558659217877095, 0.7067039106145251]
(地方)	松竹和風小舖	Restaurant/Cafe	[0.20252694165737645, 0.14604236343366778, 0.6514306949089558]
(人物與團體)	Berry Bakery	Food/Beverages	[1.0, 0, 0]
(企業與服務)	台南拉麵專門店 麵屋列	Restaurant/Cafe	[0.7788557023909556, 0.004430524788022305, 0.21671377282102208]
(娛樂)	竹北健言社	Non-Profit Organization	[0.639511201629328, 0.02240325865580448, 0.3380855397148676]
(人物與團體)	Ly蘭瑛松山門市部	Spas/Beauty/Personal Care	[1.0, 0, 0]
(人物與團體)	品墨良行	Shopping/Retail	[0.9838513101767216, 0.009377750694021261, 0.006770939129257228]
(物品)	激烈哥醬落雞腿塊	Food/Beverages	[0.8597173144876326, 0.0014134275618374558, 0.13886925795053004]
(人物與團體)	勝德汽車修護廠	Automotive	[1.0, 0, 0]
(娛樂)	種子福田 Coffee小館	Restaurant/Cafe	[0.6812977099236641, 0.09637404580152671, 0.22232824427480916]
(娛樂)	蒙恩基督長老教會	Church/Religious Organization	[0.6140845070422535, 0.05352112676056338, 0.3323943661971831]
(地方)	Melange Cafe 米朗琪咖啡館	Restaurant/Cafe	[0.15867918505889406, 0.0030244996146390453, 0.8382963153264669]
(企業與服務)	指魔兒藝術美甲	Spas/Beauty/Personal Care	[0.8046471600688468, 0.02667814113597246, 0.1686746987951807]
(物品)	40年老店劍潭紅豆餅	Food/Grocery	[0.9295774647887324, 0, 0.07042253521126761]
(地方)	饗宴美食館	Restaurant/Cafe	[0.2857142857142857, 0.09340659340659341, 0.6208791208791209]
(人物與團體)	希爾達美學。新竹專業溫蠟除毛工作室/ Bikini wax / Brazilian wax / Hair removal	Spas/Beauty/Personal Care	[0.920863309352518, 0.03597122302158273, 0.04316546762589928]
(地方)	湯圓的故鄉	Restaurant/Cafe	[0.5, 0, 0.5]
(地方)	天母jenny港式茶餐廳	Restaurant/Cafe	[0.4903581267217631, 0.05509641873278237, 0.45454545454545453]
(地方)	亞欣車業	Professional Services	[0.24539877300613497, 0.02147239263803681, 0.7331288343558282]
(人物與團體)	威品嘉莊園	Restaurant/Cafe	[0.9504950495049505, 0.04950495049504951, 0]
(地方)	彰化新永通汽車修配廠	Local Business	[0.4935064935064935, 0, 0.5064935064935064]
(人物與團體)	怡泰童裝	Local Business	[1.0, 0, 0]
(地方)	星光碼頭	Food/Grocery	[0.46757679180887374, 0.05460750853242321, 0.4778156996587031]
(人物與團體)	有間食品工坊	Food/Beverages	[0.9436860068259386, 0.05631399317406143, 0]
(地方)	台一休閒農場	Local Business	[0.007367072389493914, 0.010249839846252402, 0.9823830877642536]
(人物與團體)	阿嬤食堂	Food/Grocery	[0.9975062344139651, 0.0024937655860349127, 0]
(娛樂)	數碼移動電子通訊	Shopping/Retail	[0.6671328671328671, 0, 0.3328671328671329]
(物品)	Hey U!!	Local Business	[0.8771031455742502, 0.026335040234089245, 0.09656181419166057]
(人物與團體)	佳佑通訊行	Professional Services	[1.0, 0, 0]
(地方)	大仁科技大學圖資館-幸福書坊	Local Business	[0.3127035830618892, 0.02280130293159609, 0.6644951140065146]
(娛樂)	覓咖啡 (Mi  Cafe' 。覓)	Restaurant/Cafe	[0.6136890951276102, 0.008120649651972157, 0.37819025522041766]
(人物與團體)	永和樂華夜市欲罷不能鹹水雞麻辣雞	Food/Grocery	[0.9516129032258065, 0, 0.04838709677419355]
(物品)	Mica	Business Services	[0.8884735202492212, 0.05669781931464175, 0.05482866043613707]
(地方)	0628全日早午餐	Restaurant/Cafe	[0.2464824120603015, 0.006532663316582915, 0.7469849246231156]
(地方)	彰化鍋勝牛奶鍋	Restaurant/Cafe	[0.06719643992371264, 0.00406865861411316, 0.9287349014621742]
(企業與服務)	高雄巴黎峇里Spa美妍館	Health/Beauty	[0.7640449438202247, 0.011235955056179775, 0.2247191011235955]
(娛樂)	長元車業	Local Business	[0.46096654275092935, 0.43866171003717475, 0.10037174721189591]
(地方)	不老客家麻糬	Food/Grocery	[0.15286382602098875, 0.01808066759388039, 0.8290555063851308]
(人物與團體)	溪口虱目魚	Food/Grocery	[0.8936170212765957, 0.10638297872340426, 0]
(人物與團體)	Matthew's Choice 馬修嚴選	Food/Beverages	[0.9669882599093339, 0.03301174009066605, 0]
(地方)	當代鐵板燒餐坊	Restaurant/Cafe	[0.18193400433176202, 0.011912345521722512, 0.8061536501465155]
(企業與服務)	米飛的家	Shopping/Retail	[0.796, 0.022, 0.182]
(地方)	甲賀屋關東煮	Local Business	[0.18922895821071217, 0.0002942907592701589, 0.8104767510300177]
(地方)	MAX.DANCE STUDIO	Sports Venue	[0.29967948717948717, 0, 0.7003205128205128]
(地方)	遠程汽車精品百貨	Automotive	[0.20319634703196346, 0.00532724505327245, 0.791476407914764]
(人物與團體)	Level 6ix Select Boutique	Shopping/Retail	[0.9771054783319706, 0.009130553284273644, 0.013763968383755792]
(地方)	哇拉蜜法式手工冰淇淋店	Food/Grocery	[0.2711711711711712, 0.0076576576576576575, 0.7211711711711711]
(地方)	味菁軒小館	Local Business	[0.03571428571428571, 0.17857142857142858, 0.7857142857142857]
(地方)	尊爵大飯店 Monarch Plaza Hotel	Hotel	[0.050121030898476436, 0.016460202192795103, 0.9334187669087285]
(娛樂)	䋛 Mi. Salon	Professional Services	[0.6729634002361276, 0.08736717827626919, 0.2396694214876033]
(娛樂)	玥山整復所	Hospital/Clinic	[0.7265625, 0, 0.2734375]
(人物與團體)	廟口無菜單	Restaurant/Cafe	[0.9915254237288136, 0.00847457627118644, 0]
(地方)	烤狀猿豐原店	Restaurant/Cafe	[0.21746575342465754, 0.046232876712328765, 0.7363013698630136]
(企業與服務)	米雅寵物美容精品店	Pet Services	[0.7580893682588598, 0.1448382126348228, 0.0970724191063174]
(娛樂)	三水餅店	Food/Grocery	[0.738, 0.03, 0.232]
(人物與團體)	台南興和壇	Church/Religious Organization	[0.8649308380797396, 0.09926769731489016, 0.03580146460537022]
(娛樂)	味粥道	Food/Beverages	[0.7450980392156863, 0.0392156862745098, 0.21568627450980393]
(企業與服務)	寶貝家族童裝	Shopping/Retail	[0.8369932432432432, 0.006756756756756757, 0.15625]
(娛樂)	OK和豐店	Local Business	[0.6864224137931034, 0, 0.3135775862068966]
(娛樂)	鄞家小館-new	Restaurant/Cafe	[0.6729857819905213, 0.002369668246445498, 0.3246445497630332]
(娛樂)	Melody beauty spa	Spas/Beauty/Personal Care	[0.7215909090909091, 0.011363636363636364, 0.26704545454545453]
(地方)	美憶運動健康館鳳山五甲店	Sports Venue	[0.060629122272957886, 0.01141552511415525, 0.9279553526128869]
(企業與服務)	美東芳牛肉麵	Food/Grocery	[0.7702020202020202, 0.2297979797979798, 0]
(人物與團體)	東森房屋 - 台中美術館加盟店	Real Estate	[0.9216867469879518, 0.05421686746987952, 0.024096385542168676]
(物品)	彰化美亞燈飾窗簾生活館	Home Improvement	[0.9043478260869565, 0.017391304347826087, 0.0782608695652174]
(地方)	倫敦•唐寧街10號	Restaurant/Cafe	[0.19058823529411764, 0, 0.8094117647058824]
(地方)	吉祥草莓園	Tours/Sightseeing	[0.23018147086914995, 0, 0.76981852913085]
(物品)	保時潔專業汽車美容	Automotive	[0.8962655601659751, 0.058091286307053944, 0.04564315352697095]
(企業與服務)	曼都髮型中和店	Professional Services	[0.78125, 0.010416666666666666, 0.20833333333333334]
(人物與團體)	麵道館 Mian Dao Guan 精緻麵食	Restaurant/Cafe	[1.0, 0, 0]
(人物與團體)	芫氣笙足體養身館	Professional Services	[1.0, 0, 0]
(人物與團體)	回憶秘密 人文影像  攝影工作室	Professional Services	[0.9650411280846063, 0.017920094007050528, 0.017038777908343124]
(地方)	尚品雅宴農莊	Restaurant/Cafe	[0.1377245508982036, 0.031936127744510975, 0.8303393213572854]
(企業與服務)	CROCUS	Business Services	[0.8301886792452831, 0.0294811320754717, 0.1403301886792453]
(地方)	信義街虱目魚	Restaurant/Cafe	[0.29589371980676327, 0.23429951690821257, 0.46980676328502413]
(企業與服務)	咖哩香	Restaurant/Cafe	[0.8292682926829268, 0.07317073170731707, 0.0975609756097561]
(人物與團體)	雲林縣私立永祥老人長期照顧中心-養護型	Health/Medical/Pharmaceuticals	[0.9570815450643777, 0.04291845493562232, 0]
(人物與團體)	翠彤光療藝術指甲	Spas/Beauty/Personal Care	[0.9473684210526315, 0.05263157894736842, 0]
(娛樂)	米里-新市華興店	Local Business	[0.6021505376344086, 0, 0.3978494623655914]
(人物與團體)	銘瑲多媒體工作室	Media/News/Publishing	[0.9716981132075472, 0, 0.02830188679245283]
(地方)	楓樺台一渡假村 南芳花園宴會廳	Local Business	[0.018591968269707486, 0.034209221616261776, 0.9471988101140307]
(企業與服務)	松滿緣民宿	Local Business	[0.8223552894211577, 0.008682634730538923, 0.1689620758483034]
(地方)	基隆天籟KTV	Local Business	[0.05408328826392644, 0.013791238507301243, 0.9321254732287723]
(娛樂)	苗邑雷勝堂	Church/Religious Organization	[0.713404468156052, 0.04168056018672891, 0.24491497165721907]
(地方)	絲達爾精品旅館綠島館	Hotel	[0.36585365853658536, 0.03189493433395872, 0.6022514071294559]
(地方)	吉野家	Local Business	[0.5489130434782609, 0, 0.45108695652173914]
(地方)	米亞食尚館	Restaurant/Cafe	[0.231473771856786, 0.005828476269775187, 0.7626977518734388]
(地方)	林嘉祈婦兒科診所	Health/Medical/Pharmaceuticals	[0.18137847642079807, 0.009673518742442563, 0.8089480048367593]
(地方)	佳多炒麵 肉燥飯	Local Business	[0.5348837209302325, 0.0017889087656529517, 0.46332737030411447]
(地方)	北辰診所	Hospital/Clinic	[0.17435897435897435, 0.01282051282051282, 0.8128205128205128]
(地方)	雞波霸炸雞排	Local Business	[0.375, 0, 0.625]
(地方)	加妃晶華醫學美容中心	Spas/Beauty/Personal Care	[0.4166666666666667, 0, 0.5833333333333334]
(地方)	霧台就業服務台	Community/Government	[0.18181818181818182, 0, 0.8181818181818182]
(人物與團體)	車藝大師	Automobiles and Parts	[0.9547343100809097, 0.038486770172753114, 0.0067789197463371965]
(物品)	西門町旻靚Hair Salon	Spas/Beauty/Personal Care	[0.8621987951807228, 0.0037650602409638554, 0.13403614457831325]
(物品)	劍橋台北語文中心Cambridge Taipei	Education	[0.9195160441872698, 0.006443976854287217, 0.07403997895844293]
(人物與團體)	伊人空間-台中慶鳴店	Health/Beauty	[0.9782608695652174, 0.021739130434782608, 0]
(物品)	林晟電動車-恒春店	Local Business	[0.8859649122807017, 0, 0.11403508771929824]
(人物與團體)	艋舺熱海海鮮創意料理	Restaurant/Cafe	[0.9345372460496614, 0.0654627539503386, 0]
(地方)	歐洲歡樂城	Sports/Recreation/Activities	[0.18244803695150116, 0.012702078521939953, 0.8048498845265589]
(地方)	協展汽車修配廠	Local Business	[0.5384615384615384, 0, 0.46153846153846156]
(娛樂)	馬修電腦維修	Local Business	[0.6, 0, 0.4]
(地方)	赤燒日式燒烤店	Restaurant/Cafe	[0.1443411700382723, 0.013121924548933843, 0.8425369054127939]
(地方)	正統素食自助餐	Restaurant/Cafe	[0.4519774011299435, 0.011299435028248588, 0.536723163841808]
(人物與團體)	米狗屋	Pet Supplies	[0.9915201005025126, 0.008479899497487437, 0]
(地方)	德朗餐廳 De Loin	Restaurant/Cafe	[0.49541930937279777, 0.013037350246652573, 0.4915433403805497]
(地方)	米懷谷動物醫院	Hospital/Clinic	[0.3487436199450334, 0.05074597565763644, 0.6005104043973302]
(娛樂)	無極混元聖道院-礁溪慈母宮	Church/Religious Organization	[0.5937300063979527, 0.09852847088931542, 0.3077415227127319]
(地方)	曼都亞爵店	Professional Services	[0.22200622083981336, 0.0042768273716951785, 0.7737169517884914]
(地方)	Montage bistro 蒙太奇	Restaurant/Cafe	[0.42444956680709006, 0.017645656148159924, 0.55790477704475]
(人物與團體)	葉老師圍棋專業教學中心	Sports/Recreation/Activities	[0.9107981220657277, 0.056338028169014086, 0.03286384976525822]
(物品)	紫藤花飾品格子鋪	Local Business	[0.875, 0.004629629629629629, 0.12037037037037036]
(地方)	九如坊 (雲林溪美食廣場_斗六）	Food/Grocery	[0.5110619469026548, 0.00663716814159292, 0.4823008849557522]
